,type_of_property,price,number_of_bedrooms,surface,terrace,garden,swimming_pool,state_of_the_building,postal_code_score
29,1.0,189000.0,0.17838266137271777,-0.24452082903411756,1.0,0.0,0.0,1.0,-1.376592045404683
30,1.0,219000.0,0.17838266137271777,0.08380661548878626,1.0,0.0,0.0,1.0,-1.376592045404683
31,1.0,165000.0,0.957935717566985,-0.2914247496802467,1.0,0.0,0.0,1.0,-1.376592045404683
32,1.0,990000.0,0.957935717566985,1.3736644332573371,1.0,0.0,0.0,1.0,-1.376592045404683
33,1.0,149999.0,0.957935717566985,-0.5024923925878277,0.0,0.0,0.0,1.0,-1.376592045404683
34,1.0,625000.0,0.17838266137271777,1.7254438381033055,1.0,0.0,0.0,1.0,-1.376592045404683
35,1.0,185000.0,4.076147942344053,1.49092423487266,0.0,0.0,0.0,1.0,-1.376592045404683
36,0.0,299000.0,0.17838266137271777,0.6466536632423356,1.0,0.0,0.0,1.0,-1.376592045404683
37,0.0,179000.0,-1.3807234510158166,-1.0301614998567803,1.0,0.0,0.0,1.0,-1.376592045404683
38,1.0,69000.0,-0.6011703948215494,-1.1122433609875062,0.0,1.0,0.0,0.0,-1.376592045404683
39,1.0,323800.0,-0.6011703948215494,-0.6314781743646828,1.0,0.0,0.0,1.0,-1.376592045404683
40,1.0,680000.0,0.17838266137271777,1.49092423487266,0.0,0.0,0.0,1.0,-1.376592045404683
41,0.0,149000.0,-0.6011703948215494,-1.1825992419567,0.0,0.0,0.0,1.0,-1.376592045404683
42,0.0,179000.0,-0.6011703948215494,-0.5024923925878277,0.0,0.0,0.0,1.0,-1.376592045404683
43,1.0,75000.0,-0.6011703948215494,-0.5376703330724245,0.0,0.0,0.0,1.0,-1.376592045404683
44,1.0,159000.0,-0.6011703948215494,-0.1038090670957302,0.0,1.0,0.0,1.0,-1.376592045404683
45,1.0,105000.0,0.17838266137271777,-0.3383286703263758,1.0,0.0,0.0,1.0,-1.376592045404683
46,1.0,545000.0,0.17838266137271777,2.288290885856855,0.0,0.0,0.0,1.0,-1.376592045404683
47,1.0,129000.0,-1.3807234510158166,-1.1356953213105707,1.0,0.0,0.0,1.0,-1.376592045404683
48,0.0,369000.0,0.17838266137271777,-0.045179166288068805,1.0,0.0,0.0,1.0,-1.376592045404683
49,1.0,450000.0,2.5170418299555193,1.7254438381033055,0.0,0.0,0.0,1.0,-1.376592045404683
50,1.0,148000.0,0.17838266137271777,-0.3617806306494404,1.0,0.0,0.0,1.0,-1.376592045404683
51,1.0,105000.0,0.17838266137271777,-0.3617806306494404,0.0,0.0,0.0,1.0,-1.376592045404683
52,1.0,134000.0,0.17838266137271777,-0.47904043226476317,1.0,0.0,0.0,1.0,-1.376592045404683
53,1.0,185000.0,3.2965948861497862,0.7287355243730617,1.0,1.0,0.0,1.0,-1.376592045404683
54,1.0,115000.0,-0.6011703948215494,-0.7252860156569411,1.0,1.0,0.0,0.0,-1.376592045404683
55,1.0,109000.0,0.17838266137271777,-0.3383286703263758,1.0,1.0,0.0,0.0,-1.376592045404683
56,1.0,309500.0,0.957935717566985,-0.15071298774185932,1.0,0.0,0.0,1.0,-1.376592045404683
57,1.0,279000.0,-0.6011703948215494,0.9046252267960458,1.0,0.0,0.0,1.0,-1.376592045404683
58,0.0,172500.0,-0.6011703948215494,-0.7604639561415378,1.0,0.0,0.0,1.0,-1.376592045404683
59,1.0,149000.0,0.957935717566985,1.7254438381033055,0.0,1.0,0.0,1.0,-1.376592045404683
60,0.0,289000.0,-0.6011703948215494,0.14243651629644766,1.0,0.0,0.0,1.0,-1.376592045404683
61,0.0,135500.0,-1.3807234510158166,-1.1239693411490386,1.0,0.0,0.0,1.0,-1.376592045404683
62,0.0,219000.0,-0.6011703948215494,-0.6783820950108119,1.0,0.0,0.0,1.0,-1.376592045404683
63,0.0,164000.0,0.17838266137271777,-0.3383286703263758,0.0,0.0,0.0,0.0,-1.376592045404683
64,1.0,159000.0,0.17838266137271777,-0.2093428885495207,1.0,1.0,0.0,1.0,-1.376592045404683
65,0.0,288633.0,-0.6011703948215494,-0.6314781743646828,1.0,1.0,0.0,1.0,-1.376592045404683
66,0.0,190000.0,-0.6011703948215494,-0.9715315990491189,1.0,0.0,0.0,1.0,-1.376592045404683
67,1.0,415000.0,0.957935717566985,0.20106641710410908,0.0,1.0,0.0,0.0,-1.376592045404683
68,0.0,95000.0,-1.3807234510158166,-1.0770654205029093,0.0,0.0,0.0,1.0,-1.376592045404683
69,0.0,139000.0,-0.6011703948215494,-0.8777237577568606,0.0,0.0,0.0,1.0,-1.376592045404683
70,1.0,210450.0,0.17838266137271777,-0.03345318612653653,1.0,1.0,0.0,1.0,-1.376592045404683
71,1.0,229000.0,0.17838266137271777,-0.03345318612653653,1.0,1.0,0.0,1.0,-1.376592045404683
72,1.0,102000.0,-0.6011703948215494,-0.51421837274936,0.0,1.0,0.0,0.0,-1.376592045404683
73,1.0,235000.0,0.957935717566985,1.0922409093805623,1.0,1.0,0.0,1.0,-1.376592045404683
74,0.0,79000.0,-1.3807234510158166,-1.1591472816336355,0.0,0.0,0.0,1.0,-1.376592045404683
75,1.0,99000.0,0.17838266137271777,-0.3969585711340372,1.0,0.0,0.0,0.0,-1.376592045404683
76,0.0,159000.0,-0.6011703948215494,-0.6901080751723442,0.0,0.0,0.0,1.0,-1.376592045404683
77,0.0,136000.0,-0.6011703948215494,-0.6197521942031505,1.0,0.0,0.0,1.0,-1.376592045404683
78,1.0,231168.0,0.17838266137271777,-0.03345318612653653,1.0,1.0,0.0,1.0,-1.376592045404683
79,0.0,172500.0,-0.6011703948215494,-0.7721899363030702,1.0,0.0,0.0,1.0,-1.376592045404683
80,1.0,129000.0,-0.6011703948215494,-0.08035710677266565,0.0,0.0,0.0,1.0,-1.376592045404683
81,0.0,149500.0,-1.3807234510158166,-0.9011757180799252,1.0,0.0,0.0,1.0,-1.376592045404683
82,1.0,130000.0,0.957935717566985,-0.03345318612653653,0.0,0.0,0.0,1.0,-1.376592045404683
83,1.0,449000.0,0.17838266137271777,0.9867070879267718,1.0,0.0,0.0,1.0,-1.376592045404683
84,1.0,110000.0,0.17838266137271777,-0.25624680919564985,1.0,0.0,0.0,1.0,-1.376592045404683
85,0.0,213000.0,-0.6011703948215494,-0.6549301346877473,1.0,0.0,0.0,1.0,-1.376592045404683
86,1.0,129000.0,-0.6011703948215494,-0.5024923925878277,0.0,0.0,0.0,1.0,-1.376592045404683
87,1.0,139000.0,0.17838266137271777,-0.6666561148492797,0.0,0.0,0.0,1.0,-1.376592045404683
88,0.0,328500.0,0.17838266137271777,-0.1038090670957302,1.0,0.0,0.0,1.0,-1.376592045404683
89,1.0,435000.0,0.957935717566985,-0.1038090670957302,1.0,1.0,0.0,1.0,-1.376592045404683
90,1.0,148000.0,0.17838266137271777,-0.51421837274936,0.0,1.0,0.0,1.0,-1.376592045404683
91,0.0,264000.0,0.957935717566985,0.37695611952709324,1.0,0.0,0.0,1.0,-1.376592045404683
92,0.0,198000.0,-0.6011703948215494,-0.9715315990491189,1.0,0.0,0.0,1.0,-1.376592045404683
93,0.0,269000.0,-0.6011703948215494,-0.3852325909725049,1.0,0.0,0.0,1.0,-1.376592045404683
94,1.0,285000.0,0.957935717566985,1.1391448300266915,0.0,0.0,0.0,1.0,-1.376592045404683
96,1.0,134000.0,-0.6011703948215494,-0.43213651161863403,1.0,1.0,0.0,1.0,-1.376592045404683
97,1.0,195000.0,0.17838266137271777,0.20106641710410908,0.0,1.0,0.0,1.0,-1.376592045404683
98,1.0,149000.0,-0.6011703948215494,-0.4555884719416986,1.0,0.0,0.0,1.0,-1.376592045404683
99,1.0,415000.0,0.17838266137271777,4.42241927525573,0.0,1.0,0.0,1.0,-1.376592045404683
100,1.0,210450.0,0.17838266137271777,-0.03345318612653653,1.0,1.0,0.0,1.0,-1.376592045404683
101,1.0,459000.0,0.17838266137271777,0.31832621871943184,1.0,0.0,0.0,1.0,-1.376592045404683
102,0.0,121000.0,0.17838266137271777,-0.7370119958184733,0.0,0.0,0.0,1.0,-1.376592045404683
103,1.0,599000.0,0.957935717566985,1.0687889490574978,1.0,1.0,0.0,1.0,-1.376592045404683
104,1.0,359000.0,0.957935717566985,0.5528458219500775,1.0,0.0,0.0,1.0,-1.376592045404683
105,1.0,169000.0,-0.6011703948215494,-0.49076641242629543,1.0,1.0,0.0,0.0,-1.376592045404683
106,0.0,129000.0,0.17838266137271777,-0.7370119958184733,0.0,0.0,0.0,1.0,-1.376592045404683
107,0.0,139000.0,-0.6011703948215494,-0.936353658564522,1.0,0.0,0.0,1.0,-1.376592045404683
108,1.0,149000.0,0.17838266137271777,-0.46731445210323086,1.0,0.0,0.0,1.0,-1.376592045404683
109,0.0,169000.0,-0.6011703948215494,-0.6666561148492797,1.0,0.0,0.0,1.0,-1.376592045404683
110,0.0,235000.0,0.17838266137271777,-0.35005465048790807,1.0,0.0,0.0,1.0,-1.376592045404683
111,1.0,159000.0,0.17838266137271777,0.0017247543580603117,1.0,1.0,0.0,1.0,-1.376592045404683
112,0.0,95000.0,-1.3807234510158166,-1.2529551229258935,0.0,0.0,0.0,1.0,-1.376592045404683
113,1.0,842493.0,1.7374887737612523,0.8459953259883845,0.0,1.0,0.0,1.0,-1.376592045404683
114,1.0,326544.0,-0.6011703948215494,-0.643204154526215,1.0,0.0,0.0,1.0,-1.376592045404683
115,1.0,90000.0,-0.6011703948215494,-0.2679727893571821,0.0,0.0,0.0,0.0,-1.376592045404683
116,1.0,89000.0,-0.6011703948215494,-0.5493963132339569,0.0,0.0,0.0,1.0,-1.376592045404683
117,0.0,289000.0,-0.6011703948215494,0.1307105361349154,1.0,1.0,0.0,1.0,-1.376592045404683
118,0.0,174500.0,-0.6011703948215494,-0.7721899363030702,1.0,0.0,0.0,1.0,-1.376592045404683
119,0.0,174500.0,-0.6011703948215494,-0.7604639561415378,1.0,0.0,0.0,1.0,-1.376592045404683
120,0.0,155000.0,-1.3807234510158166,-0.9715315990491189,1.0,0.0,0.0,1.0,-1.376592045404683
121,1.0,249000.0,3.2965948861497862,0.5528458219500775,1.0,0.0,0.0,1.0,-1.376592045404683
122,0.0,199000.0,0.17838266137271777,-0.17416494806492389,0.0,0.0,0.0,1.0,-1.376592045404683
123,0.0,209000.0,-0.6011703948215494,-0.51421837274936,1.0,0.0,0.0,1.0,-1.376592045404683
124,1.0,89900.0,0.17838266137271777,-0.6783820950108119,0.0,0.0,0.0,1.0,-1.376592045404683
125,1.0,149000.0,2.5170418299555193,1.0805149292190301,0.0,1.0,0.0,0.0,-1.376592045404683
126,0.0,138500.0,-1.3807234510158166,-1.1239693411490386,1.0,0.0,0.0,1.0,-1.376592045404683
127,1.0,135000.0,-0.6011703948215494,-0.7956418966261347,1.0,1.0,0.0,1.0,-1.376592045404683
128,1.0,249000.0,0.17838266137271777,1.0805149292190301,1.0,1.0,0.0,1.0,-1.376592045404683
129,1.0,395000.0,0.957935717566985,4.539679076871053,1.0,0.0,0.0,1.0,-1.376592045404683
130,1.0,349000.0,2.5170418299555193,2.311742846179919,0.0,0.0,0.0,1.0,-1.376592045404683
131,1.0,615000.0,2.5170418299555193,2.217935004887661,1.0,0.0,1.0,1.0,-1.376592045404683
132,0.0,85000.0,-1.3807234510158166,-1.2646811030874259,0.0,0.0,0.0,1.0,-1.376592045404683
133,1.0,165000.0,-0.6011703948215494,-0.5024923925878277,0.0,0.0,0.0,1.0,-1.376592045404683
134,0.0,239000.0,-0.6011703948215494,-0.6080262140416183,1.0,0.0,0.0,1.0,-1.376592045404683
135,0.0,183000.0,0.957935717566985,-0.15071298774185932,0.0,0.0,0.0,0.0,-1.376592045404683
136,0.0,456900.0,0.17838266137271777,-0.13898700758032703,1.0,0.0,0.0,1.0,-1.376592045404683
137,1.0,134000.0,-2.160276507210084,-0.43213651161863403,0.0,1.0,0.0,1.0,-1.376592045404683
138,0.0,385000.0,0.957935717566985,0.38868209968862555,1.0,0.0,0.0,1.0,-1.376592045404683
139,1.0,235000.0,0.957935717566985,0.365230139365561,1.0,1.0,0.0,1.0,-1.376592045404683
140,1.0,475000.0,0.957935717566985,2.780782052641211,1.0,1.0,0.0,1.0,-1.376592045404683
141,1.0,339000.0,0.17838266137271777,0.5176678814654806,1.0,1.0,0.0,1.0,-1.376592045404683
142,1.0,149000.0,0.957935717566985,0.5645718021116097,1.0,1.0,0.0,1.0,-1.376592045404683
143,1.0,194900.0,0.17838266137271777,-0.06863112661113337,0.0,0.0,0.0,1.0,-1.376592045404683
144,0.0,199000.0,-1.3807234510158166,-0.7135600354954087,1.0,0.0,0.0,1.0,-1.376592045404683
145,0.0,125000.0,-0.6011703948215494,-0.5611222933954891,1.0,0.0,0.0,1.0,-1.376592045404683
146,0.0,179500.0,-0.6011703948215494,-0.7604639561415378,1.0,0.0,0.0,1.0,-1.376592045404683
147,1.0,270000.0,-2.160276507210084,-0.6549301346877473,0.0,0.0,0.0,1.0,-1.376592045404683
148,1.0,399000.0,0.957935717566985,0.9280771871191104,1.0,1.0,0.0,1.0,-1.376592045404683
149,0.0,135000.0,-0.6011703948215494,-0.6197521942031505,0.0,0.0,0.0,1.0,-1.376592045404683
150,1.0,99000.0,0.17838266137271777,-0.19761690838798845,1.0,1.0,0.0,0.0,-1.376592045404683
151,1.0,149000.0,0.17838266137271777,-0.3266026901648435,1.0,1.0,0.0,1.0,-1.376592045404683
152,0.0,95000.0,-1.3807234510158166,-0.9129016982414575,0.0,0.0,0.0,1.0,-1.376592045404683
153,1.0,249000.0,2.5170418299555193,1.1743227705112882,1.0,0.0,0.0,0.0,-1.376592045404683
154,1.0,319000.0,0.17838266137271777,-0.17416494806492389,1.0,0.0,0.0,1.0,-1.376592045404683
155,1.0,85000.0,-0.6011703948215494,-0.6080262140416183,1.0,1.0,0.0,0.0,-1.376592045404683
156,1.0,159000.0,-0.6011703948215494,-0.6080262140416183,1.0,1.0,0.0,1.0,-1.376592045404683
157,1.0,450000.0,2.5170418299555193,1.7254438381033055,1.0,1.0,0.0,1.0,-1.376592045404683
158,1.0,165000.0,0.957935717566985,-0.3852325909725049,0.0,0.0,0.0,1.0,-1.376592045404683
159,1.0,195000.0,0.17838266137271777,-0.11553504725726249,1.0,1.0,0.0,1.0,-1.376592045404683
160,1.0,255000.0,2.5170418299555193,0.658379643403868,1.0,1.0,0.0,1.0,-1.376592045404683
161,1.0,129900.0,-0.6011703948215494,-0.3266026901648435,0.0,0.0,0.0,1.0,-1.376592045404683
162,0.0,138500.0,-1.3807234510158166,-1.1239693411490386,1.0,0.0,0.0,1.0,-1.376592045404683
163,1.0,169000.0,3.2965948861497862,0.9280771871191104,1.0,0.0,0.0,1.0,-1.376592045404683
164,1.0,450000.0,2.5170418299555193,1.7254438381033055,0.0,0.0,0.0,1.0,-1.376592045404683
165,1.0,159000.0,0.17838266137271777,-0.15071298774185932,1.0,1.0,0.0,0.0,-1.376592045404683
166,1.0,159000.0,0.17838266137271777,-0.7721899363030702,1.0,1.0,0.0,1.0,-1.376592045404683
167,0.0,129000.0,-1.3807234510158166,-1.0887914006644417,0.0,0.0,0.0,1.0,-1.376592045404683
168,0.0,274300.0,-0.6011703948215494,-0.807367876787667,1.0,0.0,0.0,1.0,-1.376592045404683
169,1.0,135000.0,-0.6011703948215494,-0.8542717974337961,0.0,0.0,0.0,1.0,-1.376592045404683
170,0.0,401533.0,-0.6011703948215494,-0.18589092822645617,1.0,1.0,0.0,1.0,-1.376592045404683
171,1.0,429000.0,0.957935717566985,-0.1624389679033916,1.0,0.0,0.0,0.0,-1.376592045404683
172,1.0,189000.0,0.17838266137271777,-0.6197521942031505,1.0,1.0,0.0,1.0,-1.376592045404683
173,0.0,175000.0,-0.6011703948215494,-0.9715315990491189,1.0,0.0,0.0,1.0,-1.376592045404683
174,1.0,219000.0,0.17838266137271777,0.20106641710410908,0.0,0.0,0.0,1.0,-1.376592045404683
175,1.0,135000.0,-0.6011703948215494,-0.8542717974337961,0.0,0.0,0.0,1.0,-1.376592045404683
176,0.0,275000.0,-0.6011703948215494,-0.6080262140416183,1.0,0.0,0.0,1.0,-1.376592045404683
177,1.0,155000.0,0.17838266137271777,-0.7018340553338764,0.0,1.0,0.0,1.0,-1.376592045404683
178,1.0,319000.0,-0.6011703948215494,-0.5611222933954891,0.0,1.0,0.0,1.0,-1.376592045404683
179,1.0,379000.0,0.17838266137271777,-0.3617806306494404,1.0,1.0,0.0,1.0,-1.376592045404683
180,1.0,329000.0,0.957935717566985,0.6818316037269325,0.0,1.0,0.0,1.0,-1.376592045404683
181,0.0,219000.0,-0.6011703948215494,-0.5611222933954891,1.0,0.0,0.0,1.0,-1.376592045404683
182,0.0,149818.0,-1.3807234510158166,-1.0536134601798448,1.0,0.0,0.0,1.0,-1.376592045404683
183,1.0,139000.0,0.17838266137271777,-0.11553504725726249,1.0,1.0,0.0,1.0,-1.376592045404683
184,0.0,169500.0,-0.6011703948215494,-0.8542717974337961,1.0,0.0,0.0,1.0,-1.376592045404683
185,1.0,189000.0,-0.6011703948215494,-0.6901080751723442,1.0,1.0,0.0,1.0,-1.376592045404683
186,0.0,189000.0,-0.6011703948215494,-0.4438624917801663,1.0,0.0,0.0,1.0,-1.376592045404683
187,1.0,259000.0,0.957935717566985,-0.15071298774185932,1.0,0.0,0.0,1.0,-1.376592045404683
188,0.0,155000.0,-0.6011703948215494,-0.7956418966261347,0.0,0.0,0.0,1.0,-1.376592045404683
189,1.0,120000.0,-0.6011703948215494,-0.40868455129556946,1.0,1.0,0.0,1.0,-1.376592045404683
190,0.0,85000.0,-1.3807234510158166,-0.936353658564522,0.0,0.0,0.0,1.0,-1.376592045404683
191,1.0,210450.0,0.17838266137271777,-0.03345318612653653,1.0,1.0,0.0,1.0,-1.376592045404683
192,0.0,164500.0,-0.6011703948215494,-0.9011757180799252,1.0,0.0,0.0,1.0,-1.376592045404683
193,0.0,195000.0,-0.6011703948215494,-0.8308198371107316,0.0,0.0,0.0,1.0,-1.376592045404683
194,1.0,219000.0,-0.6011703948215494,0.0017247543580603117,1.0,1.0,0.0,1.0,-1.376592045404683
195,0.0,226000.0,0.17838266137271777,-0.4204105314571018,1.0,0.0,0.0,1.0,-1.376592045404683
196,1.0,119000.0,0.957935717566985,0.5411198417885452,1.0,0.0,0.0,0.0,-1.376592045404683
197,0.0,139500.0,-1.3807234510158166,-1.1239693411490386,1.0,0.0,0.0,1.0,-1.376592045404683
198,1.0,175000.0,-0.6011703948215494,-0.2914247496802467,1.0,1.0,0.0,1.0,-1.376592045404683
199,1.0,99000.0,0.17838266137271777,-0.17416494806492389,0.0,1.0,0.0,0.0,-1.376592045404683
200,1.0,135000.0,-0.6011703948215494,-0.40868455129556946,0.0,0.0,0.0,1.0,-1.376592045404683
201,1.0,180000.0,0.17838266137271777,-0.03345318612653653,1.0,1.0,0.0,1.0,-1.376592045404683
202,1.0,184900.0,4.076147942344053,1.5143761951957244,0.0,0.0,0.0,1.0,-1.376592045404683
203,1.0,169000.0,-0.6011703948215494,-0.5611222933954891,1.0,1.0,0.0,1.0,-1.376592045404683
204,1.0,137000.0,0.17838266137271777,-0.23279484887258528,0.0,0.0,0.0,1.0,-1.376592045404683
205,0.0,239000.0,0.17838266137271777,-0.3383286703263758,1.0,0.0,0.0,1.0,-1.376592045404683
206,0.0,189000.0,-0.6011703948215494,-0.9715315990491189,1.0,0.0,0.0,1.0,-1.376592045404683
207,1.0,245000.0,0.957935717566985,1.1391448300266915,0.0,0.0,0.0,1.0,-1.376592045404683
208,1.0,290000.0,0.957935717566985,-0.3852325909725049,0.0,0.0,0.0,1.0,-1.376592045404683
209,1.0,299000.0,0.957935717566985,0.787365425180723,1.0,1.0,0.0,1.0,-1.376592045404683
210,0.0,249000.0,-0.6011703948215494,-0.807367876787667,1.0,0.0,0.0,1.0,-1.376592045404683
211,1.0,115000.0,0.17838266137271777,-0.3969585711340372,0.0,1.0,0.0,0.0,-1.376592045404683
212,1.0,599000.0,0.957935717566985,1.3736644332573371,1.0,1.0,0.0,1.0,-1.376592045404683
213,1.0,172000.0,0.17838266137271777,0.06035465516572171,0.0,0.0,0.0,1.0,-1.376592045404683
214,0.0,177500.0,-0.6011703948215494,-0.6901080751723442,1.0,0.0,0.0,1.0,-1.376592045404683
215,1.0,125000.0,0.17838266137271777,0.0017247543580603117,0.0,0.0,0.0,1.0,-1.376592045404683
216,0.0,253700.0,-0.6011703948215494,-0.7721899363030702,1.0,0.0,0.0,1.0,-1.376592045404683
217,0.0,179000.0,-0.6011703948215494,-0.25624680919564985,0.0,0.0,0.0,1.0,-1.376592045404683
218,1.0,150000.0,-2.160276507210084,-0.5845742537185536,0.0,0.0,0.0,1.0,-1.376592045404683
219,1.0,279000.0,-0.6011703948215494,0.9046252267960458,1.0,1.0,0.0,1.0,-1.376592045404683
220,0.0,245000.0,-0.6011703948215494,-0.7721899363030702,1.0,0.0,0.0,1.0,-1.376592045404683
221,0.0,95000.0,-1.3807234510158166,-1.2529551229258935,0.0,0.0,0.0,1.0,-1.376592045404683
222,1.0,279000.0,0.17838266137271777,0.7287355243730617,1.0,1.0,1.0,1.0,-1.376592045404683
223,0.0,121000.0,-0.6011703948215494,-0.8542717974337961,0.0,0.0,0.0,1.0,-1.376592045404683
224,0.0,120000.0,-0.6011703948215494,-0.6197521942031505,0.0,0.0,0.0,1.0,-1.376592045404683
225,1.0,179000.0,0.17838266137271777,-0.1624389679033916,1.0,1.0,0.0,1.0,-1.376592045404683
226,1.0,109000.0,0.17838266137271777,-0.5611222933954891,0.0,0.0,0.0,1.0,-1.376592045404683
227,1.0,379000.0,0.17838266137271777,0.1307105361349154,1.0,1.0,0.0,1.0,-1.376592045404683
228,0.0,177500.0,-0.6011703948215494,-0.6901080751723442,1.0,0.0,0.0,1.0,-1.376592045404683
229,1.0,315000.0,0.17838266137271777,-0.12726102741879478,1.0,1.0,0.0,1.0,-1.376592045404683
230,1.0,249000.0,0.17838266137271777,-0.2914247496802467,0.0,0.0,0.0,1.0,-1.376592045404683
231,0.0,149000.0,0.17838266137271777,-0.3266026901648435,1.0,1.0,0.0,1.0,-1.376592045404683
232,1.0,250000.0,-2.160276507210084,0.4355860203347547,0.0,1.0,0.0,0.0,-1.376592045404683
233,1.0,199000.0,0.17838266137271777,0.31832621871943184,1.0,0.0,0.0,1.0,-1.376592045404683
234,0.0,139000.0,-0.6011703948215494,-0.9715315990491189,1.0,0.0,0.0,1.0,-1.376592045404683
235,0.0,384000.0,0.17838266137271777,0.20106641710410908,1.0,0.0,0.0,1.0,-1.376592045404683
236,1.0,120000.0,0.17838266137271777,-0.4438624917801663,0.0,0.0,0.0,1.0,-1.376592045404683
237,0.0,110000.0,-0.6011703948215494,-0.6197521942031505,0.0,0.0,0.0,1.0,-1.376592045404683
238,1.0,384809.0,-0.6011703948215494,-0.23279484887258528,1.0,0.0,0.0,1.0,-1.376592045404683
239,1.0,185000.0,0.957935717566985,0.02517671468112487,0.0,0.0,0.0,1.0,-1.376592045404683
240,1.0,425000.0,0.957935717566985,0.4004080798501578,0.0,0.0,0.0,1.0,-1.376592045404683
241,0.0,149000.0,-1.3807234510158166,-1.2412291427643614,1.0,0.0,0.0,1.0,-1.376592045404683
242,1.0,179000.0,0.957935717566985,0.1776144567810445,1.0,1.0,0.0,1.0,-1.376592045404683
243,0.0,137500.0,-1.3807234510158166,-1.1239693411490386,1.0,0.0,0.0,1.0,-1.376592045404683
244,0.0,179500.0,-0.6011703948215494,-0.7604639561415378,1.0,0.0,0.0,1.0,-1.376592045404683
245,1.0,135000.0,0.17838266137271777,-0.5845742537185536,1.0,1.0,0.0,1.0,-1.376592045404683
246,1.0,109000.0,-1.3807234510158166,-0.2093428885495207,1.0,1.0,0.0,1.0,-1.376592045404683
247,1.0,169000.0,0.957935717566985,-0.15071298774185932,0.0,0.0,0.0,1.0,-1.376592045404683
248,0.0,199000.0,-1.3807234510158166,-0.8308198371107316,1.0,0.0,0.0,1.0,-1.376592045404683
249,1.0,169000.0,0.17838266137271777,-0.6666561148492797,1.0,1.0,0.0,1.0,-1.376592045404683
250,0.0,155000.0,-0.6011703948215494,-0.807367876787667,1.0,0.0,0.0,1.0,-1.376592045404683
251,1.0,159000.0,0.17838266137271777,-0.4438624917801663,1.0,1.0,0.0,1.0,-1.376592045404683
252,1.0,329000.0,0.957935717566985,0.1776144567810445,1.0,1.0,0.0,1.0,-1.376592045404683
253,1.0,149000.0,0.17838266137271777,-0.643204154526215,1.0,1.0,0.0,1.0,-1.376592045404683
