,type_of_property,price,number_of_bedrooms,surface,terrace,garden,swimming_pool,state_of_the_building,province_score
85,1,264900.0,0.18645343900427552,1.0691035220558671,1,1,0,1,0.6524590163934426
86,0,400000.0,-0.5958083457423904,0.09123420653735635,1,0,0,1,1.2426229508196722
87,1,239000.0,0.18645343900427552,0.1265788805922423,1,0,0,1,1.1114754098360655
88,0,1150000.0,-0.5958083457423904,0.32686536690326257,0,0,0,1,1.1967213114754098
89,0,189000.0,-0.5958083457423904,-0.8512904349262685,1,0,0,1,1.0786885245901638
90,1,449990.0,1.7509770084976073,1.210482218275411,0,1,0,1,1.1967213114754098
91,1,175000.0,-0.5958083457423904,-0.7334748547433154,1,1,0,1,0.8163934426229508
92,0,1175000.0,-0.5958083457423904,-0.8984166669994498,1,1,0,1,1.0163934426229508
93,1,320000.0,0.18645343900427552,-0.26221253401150296,1,1,0,1,0.6524590163934426
94,1,149000.0,-2.160331915235722,-0.46249902032252327,0,0,0,0,0.7816393442622951
95,1,480000.0,0.9687152237509414,0.5624965272691688,1,1,1,1,0.6524590163934426
96,1,306500.0,0.18645343900427552,-0.13261539581025455,0,1,0,1,1.0163934426229508
97,0,215000.0,-0.5958083457423904,-0.910198225017745,1,1,0,1,1.1114754098360655
98,0,250000.0,-0.5958083457423904,-0.6274408325786576,0,0,0,1,0.8163934426229508
99,1,695000.0,1.7509770084976073,1.4225502626047266,0,1,0,1,1.2754098360655737
100,1,335000.0,1.7509770084976073,1.3872055885498407,0,0,0,1,1.1114754098360655
101,1,400000.0,0.18645343900427552,-0.6981301806884295,1,0,0,0,0.7816393442622951
102,1,750000.0,0.9687152237509414,3.2722548714770903,1,0,0,1,1.0786885245901638
103,1,219000.0,0.18645343900427552,0.0323264164458798,1,1,0,0,1.2754098360655737
104,1,349000.0,0.9687152237509414,-0.5096252523957046,1,0,0,1,1.0163934426229508
105,0,229000.0,-0.5958083457423904,-0.8395088769079733,0,0,0,1,0.7816393442622951
106,0,379000.0,0.18645343900427552,-0.5449699264505904,0,0,0,1,1.0163934426229508
107,0,940000.0,-0.5958083457423904,-1.0633584792555841,0,0,0,1,1.0163934426229508
108,0,742766.0,0.18645343900427552,-0.14439695382854986,1,0,0,1,1.2754098360655737
109,1,107500.0,-0.5958083457423904,-0.26221253401150296,0,0,0,1,0.6524590163934426
110,0,303652.0,0.18645343900427552,-0.639222390596953,1,0,0,1,0.7816393442622951
111,1,30000.0,-0.5958083457423904,-0.5920961585237717,0,1,0,1,0.6524590163934426
112,1,323100.0,0.18645343900427552,-0.08548916373707331,0,0,0,1,1.0163934426229508
113,1,570000.0,0.9687152237509414,2.094099069647559,1,1,0,1,1.1967213114754098
114,1,375000.0,0.18645343900427552,0.7392198975435985,1,0,0,1,1.1114754098360655
115,1,449000.0,1.7509770084976073,0.5389334112325782,1,1,0,1,0.7816393442622951
116,1,150000.0,0.9687152237509414,0.6803121074521219,1,0,0,0,0.6524590163934426
117,0,399000.0,-0.5958083457423904,-0.13261539581025455,1,0,0,1,1.0163934426229508
118,1,449000.0,0.18645343900427552,-0.1797416278834358,1,0,0,1,1.2754098360655737
119,0,325000.0,0.18645343900427552,-0.43893590428593265,1,0,0,1,1.1114754098360655
121,1,585000.0,0.18645343900427552,-0.14439695382854986,0,1,0,1,1.2754098360655737
123,0,315000.0,-0.5958083457423904,-0.8866351089811545,1,0,0,1,1.0163934426229508
124,0,369000.0,-0.5958083457423904,-0.7334748547433154,1,0,0,1,1.0786885245901638
125,1,295000.0,0.18645343900427552,0.5742780852874642,0,0,0,1,1.0163934426229508
126,1,189500.0,-0.5958083457423904,-0.6156592745603623,0,1,0,1,1.0786885245901638
127,1,155000.0,-0.5958083457423904,-1.0397953632189936,1,0,0,1,1.2426229508196722
128,1,169000.0,-0.5958083457423904,-0.14439695382854986,0,0,0,1,1.0786885245901638
129,1,257000.0,-0.5958083457423904,-0.9219797830360404,0,0,0,1,1.0163934426229508
130,0,259000.0,-0.5958083457423904,-0.6510039486152482,1,0,0,1,1.0163934426229508
131,1,225000.0,0.18645343900427552,0.6685305494338266,1,0,0,1,0.6524590163934426
132,1,180000.0,0.18645343900427552,1.5992736328791561,0,0,0,0,0.6524590163934426
133,1,699000.0,0.9687152237509414,0.5389334112325782,1,1,0,1,1.1967213114754098
134,1,475000.0,0.9687152237509414,0.09123420653735635,1,0,0,1,1.1114754098360655
135,0,129000.0,-0.5958083457423904,-0.7334748547433154,0,0,0,1,0.7816393442622951
136,1,145000.0,0.9687152237509414,-0.026581373645596755,0,1,0,0,1.0786885245901638
137,1,249550.0,0.18645343900427552,-0.4978436943774092,0,0,0,1,1.0163934426229508
138,0,349000.0,-0.5958083457423904,-1.0869215952921747,1,0,0,1,1.0163934426229508
139,1,460000.0,0.18645343900427552,0.09123420653735635,0,0,0,1,1.1114754098360655
140,0,334000.0,-0.5958083457423904,-0.47428057834081855,1,0,0,1,1.1114754098360655
141,1,325000.0,-0.5958083457423904,0.18548667068371885,0,1,0,1,1.1114754098360655
142,1,340000.0,0.18645343900427552,0.267957576811786,0,0,0,1,1.1114754098360655
143,0,295000.0,-0.5958083457423904,-0.4978436943774092,1,1,0,1,1.1114754098360655
144,1,690000.0,0.18645343900427552,0.9159432678180282,1,0,0,1,0.6524590163934426
145,0,419000.0,0.18645343900427552,-0.026581373645596755,1,1,0,1,1.0786885245901638
146,1,299000.0,0.18645343900427552,-0.026581373645596755,0,1,0,1,1.0163934426229508
147,1,135000.0,0.18645343900427552,-0.46249902032252327,1,1,0,1,0.7816393442622951
148,1,394000.0,0.18645343900427552,1.5285842847693842,1,1,0,1,1.2754098360655737
149,1,349000.0,0.9687152237509414,0.9748510579095047,1,1,0,1,1.0786885245901638
150,0,250000.0,-0.5958083457423904,-0.7099117387067247,1,0,0,1,0.7816393442622951
151,1,179000.0,1.7509770084976073,0.5978412013240547,0,1,0,1,0.7816393442622951
152,0,179000.0,-0.5958083457423904,-0.7334748547433154,0,0,0,1,1.0163934426229508
153,0,799000.0,0.18645343900427552,0.1383604386105376,1,0,0,1,1.1967213114754098
154,1,235000.0,-0.5958083457423904,0.1501419966288329,0,0,0,1,1.2754098360655737
155,1,399000.0,0.18645343900427552,1.7995601191901764,1,1,0,1,1.0786885245901638
156,1,245000.0,-0.5958083457423904,-0.47428057834081855,1,0,0,1,0.8163934426229508
157,0,980000.0,-1.3780701304890564,-0.7570379707799061,0,0,0,1,1.0163934426229508
158,1,319000.0,0.9687152237509414,1.2693900083668874,1,0,0,1,0.7816393442622951
159,0,249000.0,-0.5958083457423904,-0.5920961585237717,1,1,0,1,0.7816393442622951
160,0,219000.0,-1.3780701304890564,-1.134047827365356,1,0,0,1,1.1114754098360655
161,0,339000.0,0.18645343900427552,0.6214043173606454,0,0,0,1,1.0163934426229508
162,1,347500.0,0.18645343900427552,-0.06192604770048269,0,0,0,1,1.0786885245901638
163,1,319000.0,1.7509770084976073,-0.14439695382854986,1,1,0,1,0.8852459016393442
164,0,182500.0,-0.5958083457423904,-0.5920961585237717,1,0,0,1,1.0163934426229508
165,0,139000.0,-0.5958083457423904,-1.0162322471824028,0,0,0,1,1.0786885245901638
166,0,605000.0,-0.5958083457423904,-0.6274408325786576,1,0,0,1,1.0163934426229508
167,1,375000.0,0.18645343900427552,0.9159432678180282,0,1,0,1,0.7816393442622951
168,1,469000.0,1.7509770084976073,0.798127687635075,1,1,0,1,1.0786885245901638
169,1,450000.0,2.5332387932442733,2.918808130928231,0,1,0,1,0.6524590163934426
170,0,155000.0,-1.3780701304890564,-1.3343343136763763,1,1,0,1,1.0163934426229508
171,1,248000.0,-0.5958083457423904,-0.5803146005054763,1,1,0,1,0.7816393442622951
172,1,575000.0,0.18645343900427552,1.210482218275411,1,1,0,1,1.0163934426229508
173,1,295000.0,0.18645343900427552,-0.2975572080663889,0,0,0,1,1.2754098360655737
174,0,275000.0,0.18645343900427552,-0.3800281141944561,1,1,0,1,1.0163934426229508
175,1,529000.0,0.18645343900427552,0.48002562114110164,1,0,0,1,1.2754098360655737
176,1,269000.0,0.18645343900427552,0.20904978672030947,0,0,0,1,1.0163934426229508
177,1,450000.0,0.18645343900427552,0.3739915989764438,1,1,0,1,1.2426229508196722
178,1,225000.0,0.18645343900427552,0.20904978672030947,0,1,0,1,1.0786885245901638
179,1,475000.0,0.18645343900427552,0.30330225086667195,0,1,0,0,1.1114754098360655
180,1,235000.0,-1.3780701304890564,0.20904978672030947,1,1,0,1,1.0786885245901638
181,1,79000.0,-0.5958083457423904,-0.4978436943774092,0,0,0,0,0.6524590163934426
182,1,340000.0,-0.5958083457423904,0.5035887371776923,1,1,0,1,1.0163934426229508
183,1,329990.0,0.9687152237509414,0.11479732257394698,1,1,0,1,1.0163934426229508
184,1,495000.0,0.9687152237509414,0.60962275934235,1,0,0,1,1.2754098360655737
185,1,205000.0,-0.5958083457423904,-0.7334748547433154,1,1,0,1,1.1114754098360655
186,1,740000.0,-0.5958083457423904,0.5624965272691688,1,0,0,1,1.2754098360655737
187,0,695000.0,-0.5958083457423904,0.2561760187934907,1,0,0,1,1.1967213114754098
188,1,299000.0,2.5332387932442733,1.1515744281839344,0,1,0,1,1.0163934426229508
189,1,249000.0,0.18645343900427552,-0.026581373645596755,0,0,0,1,0.8163934426229508
190,0,237000.0,-0.5958083457423904,-0.6745670646518389,0,0,0,1,1.0163934426229508
191,0,599000.0,0.18645343900427552,-0.026581373645596755,1,1,0,1,1.0163934426229508
192,0,165000.0,-0.5958083457423904,-0.7216932967250201,1,0,0,0,1.1114754098360655
193,0,220000.0,-0.5958083457423904,-0.8866351089811545,0,0,0,1,1.1114754098360655
194,1,595000.0,-0.5958083457423904,1.7759970031535859,0,1,0,1,1.0163934426229508
195,0,245000.0,-0.5958083457423904,-0.4978436943774092,1,0,0,1,1.0163934426229508
196,0,235000.0,-1.3780701304890564,-0.8159457608713826,0,0,0,1,1.2754098360655737
197,0,515000.0,0.18645343900427552,-0.2975572080663889,0,0,0,1,1.2426229508196722
199,0,669000.0,0.18645343900427552,1.3165162404400688,1,0,0,1,1.0163934426229508
200,1,189000.0,-0.5958083457423904,-0.7806010868164966,0,0,0,1,1.0786885245901638
201,0,192000.0,-0.5958083457423904,-0.6156592745603623,1,1,0,1,1.0163934426229508
202,0,445000.0,0.18645343900427552,-0.3800281141944561,1,0,0,1,1.1967213114754098
203,0,299000.0,-0.5958083457423904,-0.6981301806884295,0,0,0,1,1.1967213114754098
204,0,355000.0,-1.3780701304890564,-1.0869215952921747,0,0,0,1,1.0163934426229508
205,1,369000.0,2.5332387932442733,0.9630694998912094,0,0,0,1,1.0786885245901638
206,1,79000.0,0.18645343900427552,0.1501419966288329,0,0,0,1,0.8852459016393442
207,0,155000.0,-0.5958083457423904,-0.8041642028530873,1,0,0,1,0.6524590163934426
208,0,248725.0,-0.5958083457423904,-0.5449699264505904,1,0,0,1,1.0163934426229508
209,0,99500.0,-1.3780701304890564,-1.204737175475128,1,0,0,1,0.8163934426229508
210,0,110000.0,-2.160331915235722,-1.4521498938593294,1,0,0,1,1.1967213114754098
211,1,199000.0,1.7509770084976073,0.5624965272691688,1,1,0,1,0.8852459016393442
212,0,445000.0,-0.5958083457423904,-0.13261539581025455,1,0,0,1,1.1967213114754098
213,1,409000.0,0.18645343900427552,1.3636424725132499,1,1,0,0,0.7816393442622951
214,0,245000.0,0.18645343900427552,-0.7334748547433154,1,0,0,1,0.7816393442622951
215,1,189000.0,0.9687152237509414,0.9512879418729141,0,1,0,0,1.0163934426229508
216,1,160000.0,0.9687152237509414,-0.7334748547433154,1,0,0,1,0.6524590163934426
217,1,375000.0,0.9687152237509414,0.0323264164458798,1,0,0,1,1.0163934426229508
218,1,449000.0,0.18645343900427552,0.1501419966288329,1,0,0,1,1.2754098360655737
219,0,255000.0,0.9687152237509414,-0.5567514844688858,1,0,0,1,1.1114754098360655
220,1,685000.0,0.9687152237509414,0.6803121074521219,1,1,0,1,1.2426229508196722
221,1,160000.0,-0.5958083457423904,0.008763300409289177,1,0,0,1,0.8163934426229508
222,1,270000.0,0.9687152237509414,-0.14439695382854986,1,0,0,0,1.1114754098360655
223,0,228500.0,0.18645343900427552,-0.026581373645596755,1,0,0,1,1.0163934426229508
224,0,259000.0,-0.5958083457423904,-0.21508630193832173,1,0,0,1,1.0786885245901638
227,1,245000.0,0.18645343900427552,0.9041617097997329,1,0,0,1,1.0163934426229508
228,1,595000.0,0.18645343900427552,0.17370511266542354,0,1,0,1,1.0163934426229508
229,1,202000.0,-0.5958083457423904,-0.8984166669994498,1,1,0,1,0.8163934426229508
230,1,975000.0,4.097762362737605,4.214779512940715,1,0,0,1,1.1114754098360655
231,0,949000.0,0.9687152237509414,0.38577315699473913,1,0,0,1,1.0163934426229508
232,1,200000.0,-2.160331915235722,-0.08548916373707331,1,0,0,1,0.6524590163934426
233,1,379000.0,0.9687152237509414,-0.23864941797491235,1,1,0,1,1.0163934426229508
234,1,375000.0,0.18645343900427552,0.07945264851906104,1,1,0,1,1.0163934426229508
235,1,130000.0,0.18645343900427552,-0.03836293166389207,0,1,0,1,1.0163934426229508
236,0,149999.0,-0.5958083457423904,-0.6156592745603623,0,0,0,1,0.7816393442622951
237,0,305000.0,0.18645343900427552,-0.3800281141944561,1,0,0,1,1.1114754098360655
238,0,222600.0,-1.3780701304890564,-1.0397953632189936,1,0,0,1,1.1967213114754098
239,0,552872.0,-0.5958083457423904,0.2915206928483766,0,0,0,1,1.0163934426229508
240,0,230000.0,-1.3780701304890564,-1.1576109434019466,1,0,0,1,1.1114754098360655
241,1,155000.0,-0.5958083457423904,-0.4978436943774092,1,1,0,1,1.0786885245901638
242,0,325065.0,0.18645343900427552,-0.2739940920297983,1,0,0,1,1.0163934426229508
243,0,441000.0,-0.5958083457423904,-0.6863486226701342,1,0,0,1,1.0786885245901638
244,1,285000.0,1.7509770084976073,-0.026581373645596755,0,0,0,1,0.6524590163934426
245,1,314836.0,0.18645343900427552,-0.5920961585237717,0,0,0,1,1.0786885245901638
246,1,229000.0,0.9687152237509414,0.3150838088849673,1,1,0,1,0.6524590163934426
247,0,271000.0,-0.5958083457423904,-0.8277273188896779,1,1,0,1,1.2754098360655737
249,1,250000.0,0.9687152237509414,-0.09727072175536862,0,1,0,1,1.0163934426229508
250,1,255000.0,0.18645343900427552,-0.45071746230422793,1,0,0,1,1.0786885245901638
252,0,72500.0,-2.160331915235722,-1.4992761259325107,1,0,0,1,1.0163934426229508
253,1,150000.0,-2.160331915235722,-0.5803146005054763,0,0,0,1,0.6524590163934426
254,1,549000.0,1.7509770084976073,3.0601868271477746,1,1,0,1,1.0163934426229508
255,1,219000.0,0.18645343900427552,0.32686536690326257,0,0,0,1,1.0163934426229508
256,0,139500.0,-0.5958083457423904,-0.5920961585237717,1,0,0,1,1.0786885245901638
257,0,312500.0,-0.5958083457423904,-0.43893590428593265,1,0,0,1,1.2754098360655737
258,0,319500.0,-0.5958083457423904,-0.6627855066335435,1,0,0,1,1.1114754098360655
259,1,425000.0,2.5332387932442733,0.9748510579095047,0,1,0,1,1.0163934426229508
260,1,89000.0,0.18645343900427552,-0.8512904349262685,0,1,0,1,0.6524590163934426
261,1,670000.0,0.9687152237509414,1.0337588480009812,1,1,0,1,1.2426229508196722
262,1,109000.0,-0.5958083457423904,-1.0162322471824028,0,1,0,0,0.7816393442622951
263,0,199000.0,-0.5958083457423904,-0.8512904349262685,1,0,0,1,1.1114754098360655
264,1,469000.0,1.7509770084976073,1.092666638092458,1,0,0,1,1.1114754098360655
265,1,495000.0,0.18645343900427552,0.5035887371776923,0,0,0,1,1.1114754098360655
266,1,715000.0,-0.5958083457423904,-0.8041642028530873,0,0,0,0,1.0163934426229508
267,1,220000.0,0.18645343900427552,-0.4978436943774092,0,1,0,1,0.6524590163934426
268,1,185000.0,0.18645343900427552,-0.3800281141944561,1,1,0,1,0.8163934426229508
269,0,289000.0,0.18645343900427552,-0.6981301806884295,1,0,0,1,1.0163934426229508
270,1,349000.0,0.18645343900427552,1.175137544220525,1,1,0,1,1.0163934426229508
271,0,349000.0,0.18645343900427552,-0.47428057834081855,1,0,0,1,1.0786885245901638
273,0,365000.0,-0.5958083457423904,-0.014799815627301444,1,0,0,1,1.0163934426229508
274,0,199000.0,-0.5958083457423904,-0.8512904349262685,0,0,0,1,1.1114754098360655
275,0,180000.0,-0.5958083457423904,-0.7923826448347919,1,0,0,1,1.1114754098360655
276,0,209000.0,-0.5958083457423904,-0.8748535509628591,1,0,0,1,1.0163934426229508
277,0,299000.0,-0.5958083457423904,-0.8395088769079733,1,1,0,1,1.0163934426229508
278,1,260000.0,0.18645343900427552,0.20904978672030947,1,0,0,1,1.1114754098360655
279,1,525000.0,-0.5958083457423904,-0.26221253401150296,1,0,0,1,1.0786885245901638
280,1,85000.0,-0.5958083457423904,-0.20330474392002643,0,0,0,0,0.6524590163934426
281,0,410000.0,0.18645343900427552,-0.2739940920297983,1,0,0,1,1.0786885245901638
282,1,349000.0,0.9687152237509414,0.09123420653735635,1,0,0,1,0.8163934426229508
283,0,379000.0,0.18645343900427552,1.3047346824217734,1,0,0,1,1.0163934426229508
284,1,130000.0,0.18645343900427552,-0.9691060151092217,1,0,0,1,0.8163934426229508
285,1,399000.0,0.9687152237509414,0.6803121074521219,0,0,0,1,1.2754098360655737
286,1,589000.0,0.18645343900427552,0.1619235546471282,0,0,0,1,1.0786885245901638
287,1,395000.0,1.7509770084976073,0.1501419966288329,1,1,0,0,1.1967213114754098
288,0,260000.0,-0.5958083457423904,-0.9219797830360404,1,0,0,1,1.1967213114754098
289,0,415000.0,-0.5958083457423904,-0.2975572080663889,1,0,0,1,1.1114754098360655
290,0,265000.0,-0.5958083457423904,-0.7452564127616107,1,1,0,1,1.2754098360655737
291,1,254000.0,0.18645343900427552,0.20904978672030947,0,1,0,1,0.8852459016393442
292,0,247200.0,-0.5958083457423904,-0.8277273188896779,1,0,0,1,1.0786885245901638
293,0,229815.0,-0.5958083457423904,-0.4978436943774092,1,0,0,1,0.6524590163934426
295,1,415000.0,0.9687152237509414,0.1383604386105376,0,1,0,1,1.0786885245901638
296,1,115000.0,0.18645343900427552,-0.3211203241029795,0,0,0,1,0.6524590163934426
297,0,355000.0,0.18645343900427552,0.1619235546471282,1,0,0,1,0.8163934426229508
298,0,169000.0,-1.3780701304890564,-1.134047827365356,0,0,0,1,1.2426229508196722
299,0,394000.0,-0.5958083457423904,-0.6745670646518389,1,0,0,1,1.1967213114754098
300,1,945000.0,2.5332387932442733,1.4107687045864312,1,0,0,1,1.2426229508196722
301,1,355000.0,2.5332387932442733,1.2693900083668874,0,0,0,1,0.6524590163934426
302,0,195000.0,-1.3780701304890564,-1.2283002915117185,1,0,0,1,1.1967213114754098
303,0,303850.0,-0.5958083457423904,-0.6981301806884295,1,0,0,1,1.0163934426229508
304,1,498000.0,0.9687152237509414,0.4446809470862157,1,1,0,1,1.1114754098360655
305,1,335000.0,0.18645343900427552,1.6228367489157467,0,0,0,0,1.2754098360655737
306,1,585000.0,0.9687152237509414,0.9159432678180282,1,0,0,1,1.2754098360655737
307,1,255500.0,0.18645343900427552,0.1501419966288329,0,1,0,1,0.8852459016393442
308,1,298797.0,0.18645343900427552,-0.10905227977366393,1,1,0,1,1.0786885245901638
309,1,255000.0,0.18645343900427552,0.48002562114110164,1,1,0,1,0.6524590163934426
310,0,265000.0,-1.3780701304890564,-0.9691060151092217,1,0,0,1,1.2754098360655737
311,0,177000.0,-1.3780701304890564,-1.1811740594385371,1,0,0,1,1.2754098360655737
312,1,549000.0,0.18645343900427552,1.2693900083668874,0,1,0,1,1.1114754098360655
313,0,239000.0,-0.5958083457423904,-0.603877716542067,1,0,0,1,1.1967213114754098
314,1,424000.0,-0.5958083457423904,-0.46249902032252327,0,0,0,1,1.1114754098360655
315,0,275000.0,-1.3780701304890564,-1.1222662693470606,1,0,0,1,1.0163934426229508
316,0,199900.0,-0.5958083457423904,-0.7806010868164966,1,0,0,1,0.6524590163934426
317,1,595000.0,2.5332387932442733,0.8452539197082563,1,1,0,1,1.1114754098360655
318,0,499000.0,-0.5958083457423904,0.020544858427584488,0,0,0,0,1.1967213114754098
319,1,795000.0,3.3155005779909392,2.388638020104942,1,0,0,1,0.8852459016393442
320,1,749000.0,1.7509770084976073,1.4814580526962031,1,1,0,1,1.0786885245901638
